0 1.00000064938e+00
1 9.99879909820e-01
2 1.00531237633e+00
3 9.02412949459e-01
4 1.90970644181e+00
5 -3.62145807347e+00
6 1.33096624128e+01
7 -1.07279093789e+01
8 -1.47430901066e+01
9 2.87753391625e+01
10 6.61173228639e+01
11 -1.75580812168e+02
12 1.07758168473e+02
13 9.70643428245e+00
14 3.15970715278e+01
15 -2.79924775183e+01
16 -2.84702364972e+01
17 -4.93193289886e+00
18 3.51783648642e+01
19 -8.24617184559e+01
20 2.60633099314e+01
21 9.57215736108e+01
22 5.68232044910e+01
23 -5.63077571619e+01
24 -5.11443840021e+01
25 -5.16181387627e+01
26 -3.95823587145e+00
27 1.26112930094e+01
28 8.58045523899e+01
29 -2.31786493271e+01
30 -1.71166791067e+02
31 2.65554961582e+02
32 6.81443290309e+00
33 5.55079979278e+01
34 -2.09443302591e+02
35 -4.92368321225e+00
36 6.25321689370e+01
37 -6.22756423183e+01
38 8.40646161079e+00
39 -8.99692291976e+01
40 7.39716421994e+01
41 4.92789197125e+01
42 8.04209548510e+01
43 2.95777033897e+01
44 -4.95507841984e+01
45 8.73595093453e+01
46 -6.52799613490e+01
47 1.00404731664e+02
48 -4.96550448927e+01
49 -2.63505866883e+02
50 -1.14240563382e-01
51 4.05777124550e+01
52 6.77738841931e+01
53 -1.59307784366e+02
54 9.00483666015e+01
55 1.29597636924e+02
56 1.72637255234e+02
57 3.44086351851e+01
58 -1.03015059645e+02
59 -1.60045527709e+02
60 -3.10754549386e+01
61 -4.54507503727e+01
62 9.42357210999e+01
63 9.67512813771e+01
64 -1.78069403342e+01
65 1.52804954177e+02
66 -1.12613401782e+02
67 8.52398748960e+01
68 -7.63188113155e+01
69 6.23707270592e+01
70 -1.58115360654e+02
71 -2.83875798202e+02
72 9.97170728292e+01
73 -7.50197110870e+01
74 4.34418210983e+01
75 2.54869961132e+02
76 1.55332066329e+02
77 -1.01007060349e+02
78 -1.72508928484e+02
79 1.40778387154e+02
80 3.32858391832e+01
81 -8.84151216390e+01
82 7.17614884826e+01
83 9.31853888970e+01
84 9.53869547003e+01
85 -1.89650874573e+02
86 -5.63205471696e+01
87 -1.08086775640e+02
88 1.57244359663e+02
89 -1.26886440721e+02
90 1.03452111512e+02
91 -1.27711731776e+02
92 9.44667345068e+01
93 5.49171539973e+01
94 -1.26274720055e+02
95 7.87510477552e+01
96 -8.43130775021e+01
97 3.35100953275e+02
98 -2.58880596676e+02
99 3.00713374461e+01
