0.000e+00 0.000e+00 1.000e+00
0.000e+00 6.661e-16 2.700e+01
0.000e+00 7.883e-15 7.480e+02
2.776e-17 1.315e-13 2.837e+04
2.776e-17 2.591e-12 9.437e+05
2.776e-17 1.058e-10 2.907e+07
2.776e-17 3.277e-09 9.852e+08
4.163e-17 2.523e-07 3.387e+10
4.163e-17 5.827e-06 1.100e+12
4.163e-17 6.028e-04 3.535e+13
4.857e-17 5.879e-03 1.230e+15
5.551e-17 8.669e-02 3.823e+16
6.245e-17 7.045e+00 5.498e+17
6.939e-17 4.934e+00 3.190e+18
7.633e-17 7.378e+00 1.105e+18
8.327e-17 2.990e+01 6.297e+18
9.021e-17 2.608e+01 4.359e+18
9.714e-17 1.867e+01 4.981e+18
1.041e-16 1.334e+01 4.939e+18
1.041e-16 1.473e+01 6.052e+18
1.110e-16 2.486e+01 6.145e+18
1.110e-16 1.363e+01 7.950e+18
1.110e-16 5.907e+01 2.176e+19
1.145e-16 1.218e+01 1.134e+19
1.214e-16 8.589e+01 2.962e+19
1.284e-16 1.904e+02 2.589e+19
1.318e-16 6.164e+01 1.515e+19
1.318e-16 1.170e+03 2.895e+20
1.353e-16 3.026e+01 7.550e+18
1.388e-16 7.486e+01 1.104e+19
1.388e-16 1.231e+02 1.881e+19
1.422e-16 2.393e+02 2.582e+19
1.492e-16 3.562e+01 1.341e+19
1.492e-16 2.592e+02 7.970e+19
1.527e-16 1.000e+02 6.826e+19
1.527e-16 5.874e+03 6.187e+20
1.561e-16 1.667e+02 5.095e+19
1.561e-16 2.433e+02 5.397e+19
1.561e-16 2.153e+02 6.150e+19
1.596e-16 7.281e+01 2.810e+19
1.665e-16 8.645e+01 2.770e+19
1.665e-16 6.578e+01 2.569e+19
1.700e-16 9.013e+02 1.860e+20
1.700e-16 7.177e+02 1.364e+20
1.735e-16 1.305e+02 7.115e+19
1.735e-16 3.811e+02 8.800e+19
1.769e-16 3.405e+02 8.071e+19
1.804e-16 6.413e+01 8.198e+19
1.804e-16 3.175e+02 9.436e+19
1.804e-16 1.497e+02 6.884e+19
1.856e-16 9.472e+02 2.561e+20
1.874e-16 2.002e+02 1.233e+20
1.908e-16 2.447e+02 1.239e+20
1.960e-16 5.528e+01 2.282e+19
2.012e-16 1.835e+02 2.834e+19
2.030e-16 8.778e+02 1.624e+21
2.047e-16 1.089e+02 3.780e+19
2.203e-16 7.873e+02 3.873e+20
2.238e-16 3.665e+02 1.985e+20
2.238e-16 2.597e+02 1.319e+20
2.238e-16 4.013e+02 1.406e+20
2.272e-16 4.014e+02 8.402e+19
2.290e-16 2.243e+02 1.142e+20
2.307e-16 2.468e+03 3.789e+20
2.307e-16 2.141e+02 1.879e+20
2.342e-16 6.521e+02 2.309e+20
2.359e-16 1.134e+02 6.291e+19
2.377e-16 5.013e+02 2.165e+20
2.220e-16 1.007e+02 3.188e+19
2.220e-16 1.864e+02 3.234e+19
2.220e-16 2.500e+02 8.879e+19
2.238e-16 1.185e+02 1.115e+20
2.255e-16 1.826e+02 6.674e+19
2.255e-16 7.828e+02 4.052e+20
2.272e-16 1.157e+03 6.576e+20
2.394e-16 1.596e+03 8.273e+20
2.377e-16 8.719e+02 9.956e+20
2.411e-16 6.359e+03 2.452e+21
2.325e-16 2.594e+02 2.094e+20
2.359e-16 3.193e+02 5.296e+20
2.359e-16 7.609e+02 4.212e+20
2.377e-16 2.603e+03 1.433e+21
2.411e-16 9.846e+02 1.299e+20
2.429e-16 2.672e+02 1.443e+20
2.446e-16 6.984e+02 7.111e+20
2.463e-16 1.753e+02 9.040e+19
2.515e-16 4.427e+02 1.237e+20
2.567e-16 3.401e+02 1.162e+20
2.585e-16 6.644e+03 4.019e+21
2.593e-16 1.270e+02 6.193e+19
2.602e-16 3.722e+02 1.869e+20
2.724e-16 8.055e+02 2.451e+20
2.758e-16 8.678e+02 3.818e+20
2.810e-16 1.081e+03 3.781e+20
2.810e-16 1.951e+02 9.596e+19
2.810e-16 4.343e+02 1.656e+20
2.819e-16 4.216e+02 1.350e+20
2.836e-16 2.550e+02 6.839e+19
2.845e-16 1.198e+02 7.925e+19
2.871e-16 3.341e+02 7.606e+19
